Time Step,Train MAE,Train MSE,Train RMSE,Train R2,Validation MAE,Validation MSE,Validation RMSE,Validation R2,Test MAE,Test MSE,Test RMSE,Test R2
0,0.02751349084702591,0.0023840316098985483,0.04882654615983552,0.9489095599074276,0.030245549178194643,0.0025800498593678786,0.050794191197103225,0.9558943753866418,0.027937613985543838,0.0023935433662274712,0.04892385273286918,0.9499403599883747
1,0.033124296071100894,0.003574079295640137,0.05978360390307812,0.9234065171863319,0.03675931022941611,0.003921750696881552,0.06262388279946839,0.9329581699997797,0.03362649848366743,0.0035758598920125483,0.05979849406141051,0.9252105244689868
2,0.037180024810845744,0.004673532362553922,0.06836323838550894,0.8998449415694113,0.0415217847512384,0.00520978756425714,0.07217885815290472,0.9109393433657269,0.03764912609584875,0.0046789334835622585,0.06840273008851518,0.9021348517516062
3,0.0385359058356231,0.00513703776708293,0.0716731314167515,0.8899118957975557,0.04232678963059075,0.005601760132909585,0.07484490719420785,0.9042384786478924,0.03892893353810586,0.005124434297842264,0.07158515417209257,0.8928118176771503
4,0.039957082541868916,0.005642582265882148,0.07511712365288056,0.8790779409024987,0.04451102825977388,0.006309038499434331,0.07942945611946699,0.8921462186979313,0.04027901342470871,0.005651442566611246,0.07517607708979797,0.8817875675815228
5,0.04130666062360065,0.006062718912456745,0.07786346327037312,0.8700742993050506,0.04644286120491176,0.006885349855370096,0.08297800826345554,0.8822907218395639,0.04171342672991389,0.006100405061864069,0.07810508985888225,0.8724004597530614
6,0.04172897186460699,0.006264182648183453,0.0791465896181475,0.8657568771373936,0.04753579144192303,0.007236460228613988,0.08506738639816078,0.8762832644744514,0.04220077073024749,0.006323073113309531,0.07951775344732477,0.8677484102453906
7,0.04194738468216986,0.00628748103800951,0.07929363806768806,0.8652575069932251,0.047758526304259266,0.007242206371978469,0.08510115376408518,0.8761800600727565,0.042431739438682746,0.006353321064183146,0.07970772273866031,0.8671216693486576
8,0.04241572416740185,0.00638285524534737,0.07989277342380455,0.863212123122529,0.04827528121003442,0.007302161681846843,0.0854526868029721,0.8751551364656154,0.042850696489268585,0.006417810322409554,0.08011123717937174,0.8657785660797502
9,0.04107109913275227,0.006014605191979484,0.07755388573101597,0.8711024964817583,0.04591315173006188,0.006708736639953019,0.08190687785499469,0.8853057051810276,0.041326496344269596,0.006019059472849664,0.07758259774491741,0.8741219495830258
10,0.041274414513008784,0.006089798071911992,0.07803715827675936,0.8694943434246486,0.04666202986253986,0.006895320231641663,0.08303806495602883,0.8821228486639443,0.04169359453412415,0.006127818537088601,0.07828038411433992,0.871849103233702
11,0.04013325871840401,0.005728124209565265,0.07568437229418808,0.8772549729667489,0.04440410203814905,0.006308524835731315,0.0794262225951311,0.8921602644136026,0.04034046702197118,0.0057354058264020786,0.0757324621704727,0.8800557457017546
12,0.04120098979618395,0.00607209953604724,0.07792367763425466,0.8698995715153968,0.04656444866043123,0.006885585585166361,0.08297942868667126,0.8823011506291724,0.04171370559257645,0.006136871726124878,0.07833818817233953,0.8716599094826754
13,0.040665948726119366,0.005999210521540992,0.07745457069496281,0.8714766057151535,0.04557261486550172,0.006707487024369392,0.08189924922958325,0.8853512574205398,0.041131737301846834,0.006039019366828798,0.07771112768985403,0.8737062909633133
14,0.03911480947328266,0.0055410940137950015,0.07443852506461289,0.8813018451975608,0.042132071968248405,0.005915851860334037,0.07691457508388146,0.8988888028173266,0.03922776463347937,0.005533043461055308,0.07438443023277995,0.8842877396955909
15,0.03967152112062436,0.005747217641588077,0.07581040589251635,0.8768917562731678,0.04388197317830589,0.00632272426614286,0.07951555989957475,0.8919425231973512,0.03995675106246795,0.005755055888818204,0.0758620846590588,0.8796448049323036
16,0.03885278744248588,0.005542514689047347,0.07444806706051775,0.8812763879342331,0.042268466365626964,0.005950952984828665,0.07714242013852472,0.8983028018638337,0.03908195712858919,0.0055188060869430094,0.07428866728474141,0.8845854851861025
17,0.03844046233213645,0.005392863123282896,0.07343611593271322,0.8844803759855959,0.04109504185582066,0.005663418130784625,0.07525568503963422,0.9032207276209504,0.03855404175835531,0.005366796100879398,0.07325841999988396,0.8877644623982041
18,0.03811260133658251,0.005360855527227249,0.0732178634434743,0.8851652658856721,0.04088125161735169,0.005652403278543488,0.07518246656331175,0.9034105135029191,0.038251059271652725,0.005309740499583621,0.07286796621001317,0.8889576633255833
19,0.03776199182895124,0.005319712397864181,0.07293635854540712,0.8860465709007891,0.03970441140605099,0.005510797646160694,0.07423474689227878,0.9058303880312831,0.037846452594020766,0.005280309633613865,0.07266573906328803,0.8895731495490419
20,0.03741426296723202,0.0052557015124375306,0.07249621722847013,0.887417746511142,0.038860837091496334,0.005375936777248274,0.0733207799825416,0.9081349175224167,0.03737968739188469,0.005200176422748661,0.0721122487705706,0.8912489708389526
21,0.03791392215343447,0.0054694198490533846,0.0739555261562879,0.8828396912522649,0.04018827982592735,0.005718135963831206,0.07561835732037034,0.9022873494051269,0.03802908238906933,0.005409299010187029,0.07354793681801707,0.8868751817869934
22,0.03841754300398234,0.005579904409814056,0.07469875775281712,0.8804730041798109,0.040383454895138976,0.005750482013849626,0.07583193267911366,0.9017346136353644,0.03840025428351126,0.005486195525021143,0.07406885664718434,0.88526439310599
23,0.040186790634876644,0.005957417738020515,0.07718431018037614,0.8723863004141987,0.04302818909028324,0.006262751923817895,0.07913755065591742,0.8929808429940909,0.04025426740022787,0.005840853374133893,0.076425475949672,0.8778421626500612
